drug_name,list_of_conditions,inn_name,brand_names,type_of_action
bromocriptine,parkinson's disease,bromocriptine,parlodel,agonist
bromocriptine,acromegaly,bromocriptine,parlodel,agonist
cabergoline,parkinson's disease,cabergoline,dostinex,agonist
carbidopa,parkinson's disease,carbidopa,stalevo,inhibitor
carbidopa,parkinson's disease,carbidopa,duodopa,inhibitor
carbidopa,parkinson's disease,carbidopa,rytary,inhibitor
carbidopa,parkinson's disease,carbidopa,sinemet,inhibitor
carbidopa,parkinson's disease,carbidopa,parcopa,inhibitor
carbidopa,parkinson's disease,carbidopa,dhivy,inhibitor
carbidopa,parkinson's disease,carbidopa,lodosyn,inhibitor
carbidopa,parkinson's disease,carbidopa,duopa,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,aleve pm,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,calagel,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,sominex,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,tylenol pm,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,goody's pm,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,excedrin pm triple action,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,nytol,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,diphenhist,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,unisom sleep,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,acetadryl,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,benadryl-d allergy and sinus,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,simply sleep,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,unisom,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,allegra cooling relief anti-itch,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,percogesic reformulated jan 2011,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,siladryl,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,triaminic night time cold & cough,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,wal-som (doxylamine),inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,diphenist,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,diphen,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,banophen,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,dimetapp nighttime cold & congestion,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,sleepinal,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,motrin pm,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,vanamine,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,wal-dryl,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,damylin with codeine,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,nytol quickgels,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,benadryl,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,legatrin pm,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,zzzquil,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,advil pm,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,benadryl itch stopping,inhibitor
diphenhydramine,parkinson's disease,diphenhydramine,aleve pm,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,calagel,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,sominex,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,tylenol pm,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,goody's pm,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,excedrin pm triple action,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,nytol,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,diphenhist,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,unisom sleep,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,acetadryl,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,benadryl-d allergy and sinus,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,simply sleep,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,unisom,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,allegra cooling relief anti-itch,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,percogesic reformulated jan 2011,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,siladryl,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,triaminic night time cold & cough,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,wal-som (doxylamine),antagonist
diphenhydramine,parkinson's disease,diphenhydramine,diphenist,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,diphen,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,banophen,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,dimetapp nighttime cold & congestion,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,sleepinal,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,motrin pm,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,vanamine,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,wal-dryl,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,damylin with codeine,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,nytol quickgels,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,benadryl,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,legatrin pm,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,zzzquil,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,advil pm,antagonist
diphenhydramine,parkinson's disease,diphenhydramine,benadryl itch stopping,antagonist
entacapone,parkinson's disease,entacapone,stalevo,inhibitor
entacapone,parkinson's disease,entacapone,comtan,inhibitor
entacapone,parkinson's disease,entacapone,comtess,inhibitor
levodopa,parkinson's disease,levodopa,stalevo,modulator
levodopa,parkinson's disease,levodopa,duodopa,modulator
levodopa,parkinson's disease,levodopa,rytary,modulator
levodopa,parkinson's disease,levodopa,inbrija,modulator
levodopa,parkinson's disease,levodopa,parcopa,modulator
levodopa,parkinson's disease,levodopa,dhivy,modulator
levodopa,parkinson's disease,levodopa,sinemet,modulator
levodopa,parkinson's disease,levodopa,duopa,modulator
levodopa,parkinson's disease,levodopa,prolopa,modulator
opicapone,parkinson's disease,opicapone,ongentys,inhibitor
profenamine,parkinson's disease,profenamine,parkin,modulator
profenamine,parkinson's disease,profenamine,parsidan,modulator
profenamine,parkinson's disease,profenamine,parsidol,modulator
ropinirole,parkinson's disease,ropinirole,requip,modulator
rotigotine,parkinson's disease,rotigotine,neupro,agonist
safinamide mesylate,parkinson's disease,safinamide,xadago,inhibitor
sarizotan,schizophrenia,sarizotan,,modulator
sarizotan,parkinson's disease,sarizotan,,modulator
pimavanserin,parkinson's disease,pimavanserin,nuplazid,modulator
trihexyphenidyl,parkinson's disease,trihexyphenidyl,,antagonist
trihexyphenidyl,parkinson's disease,trihexyphenidyl,,agonist
drospirenone,menopausal conditions,drospirenone,jasmiel 28 day,binder
drospirenone,contraceptive,drospirenone,jasmiel 28 day,binder
drospirenone,menopausal conditions,drospirenone,yaz plus,binder
drospirenone,contraceptive,drospirenone,yaz plus,binder
drospirenone,menopausal conditions,drospirenone,nikki 28 day,binder
drospirenone,contraceptive,drospirenone,nikki 28 day,binder
drospirenone,menopausal conditions,drospirenone,yaz 28 day,binder
drospirenone,contraceptive,drospirenone,yaz 28 day,binder
drospirenone,menopausal conditions,drospirenone,syeda 28 day,binder
drospirenone,contraceptive,drospirenone,syeda 28 day,binder
drospirenone,menopausal conditions,drospirenone,angeliq 0.25/0.5 28 day,binder
drospirenone,contraceptive,drospirenone,angeliq 0.25/0.5 28 day,binder
drospirenone,menopausal conditions,drospirenone,vestura,binder
drospirenone,contraceptive,drospirenone,vestura,binder
drospirenone,menopausal conditions,drospirenone,yasmin 28 day,binder
drospirenone,contraceptive,drospirenone,yasmin 28 day,binder
drospirenone,menopausal conditions,drospirenone,beyaz 28 day,binder
drospirenone,contraceptive,drospirenone,beyaz 28 day,binder
drospirenone,menopausal conditions,drospirenone,slynd,binder
drospirenone,contraceptive,drospirenone,slynd,binder
drospirenone,menopausal conditions,drospirenone,lo-zumandimine 28 day,binder
drospirenone,contraceptive,drospirenone,lo-zumandimine 28 day,binder
drospirenone,menopausal conditions,drospirenone,safyral 28 day,binder
drospirenone,contraceptive,drospirenone,safyral 28 day,binder
drospirenone,menopausal conditions,drospirenone,gianvi 28-day,binder
drospirenone,contraceptive,drospirenone,gianvi 28-day,binder
drospirenone,menopausal conditions,drospirenone,ocella 28 day,binder
drospirenone,contraceptive,drospirenone,ocella 28 day,binder
drospirenone,menopausal conditions,drospirenone,zumandimine 28 day,binder
drospirenone,contraceptive,drospirenone,zumandimine 28 day,binder
drospirenone,menopausal conditions,drospirenone,nextstellis 28 day,binder
drospirenone,contraceptive,drospirenone,nextstellis 28 day,binder
drospirenone,menopausal conditions,drospirenone,loryna,binder
drospirenone,contraceptive,drospirenone,loryna,binder
drospirenone,menopausal conditions,drospirenone,yasmin,binder
drospirenone,contraceptive,drospirenone,yasmin,binder
drospirenone,menopausal conditions,drospirenone,zarah,binder
drospirenone,contraceptive,drospirenone,zarah,binder
drospirenone,menopausal conditions,drospirenone,tydemy 28 day,binder
drospirenone,contraceptive,drospirenone,tydemy 28 day,binder
desogestrel,contraceptive,desogestrel,simliya,modulator
desogestrel,contraceptive,desogestrel,freya,modulator
desogestrel,contraceptive,desogestrel,emoquette,modulator
desogestrel,contraceptive,desogestrel,cyred 28 day,modulator
desogestrel,contraceptive,desogestrel,linessa,modulator
desogestrel,contraceptive,desogestrel,mircette 28 day,modulator
desogestrel,contraceptive,desogestrel,apri 28 day,modulator
desogestrel,contraceptive,desogestrel,cesia 28 day,modulator
desogestrel,contraceptive,desogestrel,reclipsen,modulator
desogestrel,contraceptive,desogestrel,velivet 28 day,modulator
desogestrel,contraceptive,desogestrel,volnea 28 day,modulator
desogestrel,contraceptive,desogestrel,azurette 28 day,modulator
desogestrel,contraceptive,desogestrel,caziant 28 day,modulator
desogestrel,contraceptive,desogestrel,marvelon,modulator
desogestrel,contraceptive,desogestrel,kalliga,modulator
desogestrel,contraceptive,desogestrel,enskyce 28 day,modulator
desogestrel,contraceptive,desogestrel,pimtrea pack,modulator
desogestrel,contraceptive,desogestrel,isibloom 28 day,modulator
desogestrel,contraceptive,desogestrel,bekyree 28 day,modulator
desogestrel,contraceptive,desogestrel,juleber 28 day,modulator
desogestrel,contraceptive,desogestrel,viorele 28 day,modulator
desogestrel,contraceptive,desogestrel,kariva 28 day,modulator
leuprolide,cancer,leuprolide,fensolvi,agonist
leuprolide,cancer,leuprolide,eligard,agonist
leuprolide,cancer,leuprolide,lupron depot-ped,agonist
leuprolide,cancer,leuprolide,lupron,agonist
leuprolide,cancer,leuprolide,viadur,agonist
leuprolide,cancer,leuprolide,lupaneta pack 1-month,agonist
leuprolide,cancer,leuprolide,camcevi,agonist
leuprolide,cancer,leuprolide,zeulide depot,agonist
triptorelin,cancer,triptorelin,decapeptyl sr,modulator
triptorelin,cancer,triptorelin,gonapeptyl depot,modulator
triptorelin,cancer,triptorelin,decapeptyl,modulator
methylprednisolone,diabetes,methylprednisolone,readysharp-p40,binder
methylprednisolone,diabetes,methylprednisolone,readysharp-p80,binder
methylprednisolone,diabetes,methylprednisolone,hybrisil,binder
methylprednisolone,diabetes,methylprednisolone,depo-medrol,binder
methylprednisolone,diabetes,methylprednisolone,depo-medrol with lidocaine,binder
methylprednisolone,diabetes,methylprednisolone,medroloan suik,binder
methylprednisolone,diabetes,methylprednisolone,medrol,binder
bifeprunox,schizophrenia,bifeprunox,,modulator
bifeprunox,parkinson's disease,bifeprunox,,modulator
prochlorperazine,anxiety,prochlorperazine,compro,antagonist
prochlorperazine,schizophrenia,prochlorperazine,compro,antagonist
prochlorperazine,psychotic disorders,prochlorperazine,compro,antagonist
prochlorperazine,migraine,prochlorperazine,compro,antagonist
prochlorperazine,anxiety,prochlorperazine,compazine,antagonist
prochlorperazine,schizophrenia,prochlorperazine,compazine,antagonist
prochlorperazine,psychotic disorders,prochlorperazine,compazine,antagonist
prochlorperazine,migraine,prochlorperazine,compazine,antagonist
prochlorperazine,anxiety,prochlorperazine,stemetil eff,antagonist
prochlorperazine,schizophrenia,prochlorperazine,stemetil eff,antagonist
prochlorperazine,psychotic disorders,prochlorperazine,stemetil eff,antagonist
prochlorperazine,migraine,prochlorperazine,stemetil eff,antagonist
prochlorperazine,anxiety,prochlorperazine,prochlorperazine,antagonist
prochlorperazine,schizophrenia,prochlorperazine,prochlorperazine,antagonist
prochlorperazine,psychotic disorders,prochlorperazine,prochlorperazine,antagonist
prochlorperazine,migraine,prochlorperazine,prochlorperazine,antagonist
samidorphan,schizophrenia,samidorphan,,inhibitor
samidorphan,bipolar disorder,samidorphan,,inhibitor
amisulpride,depression,amisulpride,barhemsys,antagonist
amisulpride,schizophrenia,amisulpride,barhemsys,antagonist
asenapine,schizophrenia,asenapine,sycrest,modulator
asenapine,schizophrenia,asenapine,saphris,modulator
asenapine,schizophrenia,asenapine,secuado,modulator
cariprazine,depression,cariprazine,vraylar,modulator
cariprazine,schizophrenia,cariprazine,vraylar,modulator
cariprazine,bipolar disorder,cariprazine,vraylar,modulator
cariprazine,psychotic disorders,cariprazine,vraylar,modulator
chlorpromazine,depression,chlorpromazine,,antagonist
chlorpromazine,schizophrenia,chlorpromazine,,antagonist
chlorprothixene,schizophrenia,chlorprothixene,,antagonist
chlorprothixene,bipolar disorder,chlorprothixene,,antagonist
chlorprothixene,psychotic disorders,chlorprothixene,,antagonist
clozapine,schizophrenia,clozapine,fazaclo,modulator
clozapine,psychotic disorders,clozapine,fazaclo,modulator
clozapine,schizophrenia,clozapine,clozaril*versacloz,modulator
clozapine,psychotic disorders,clozapine,clozaril*versacloz,modulator
dexmedetomidine,schizophrenia,dexmedetomidine,precedex,agonist
dexmedetomidine,bipolar disorder,dexmedetomidine,precedex,agonist
dexmedetomidine,schizophrenia,dexmedetomidine,dexdor,agonist
dexmedetomidine,bipolar disorder,dexmedetomidine,dexdor,agonist
dexmedetomidine,schizophrenia,dexmedetomidine,igalmi,agonist
dexmedetomidine,bipolar disorder,dexmedetomidine,igalmi,agonist
flupentixol,depression,flupentixol,fluanxol,antagonist
flupentixol,anxiety,flupentixol,fluanxol,antagonist
flupentixol,schizophrenia,flupentixol,fluanxol,antagonist
fluphenazine,schizophrenia,fluphenazine,modecate,modulator
fluspirilene,schizophrenia,fluspirilene,,antagonist
haloperidol,schizophrenia,haloperidol,haldol,antagonist
iloperidone,schizophrenia,iloperidone,fanapt,antagonist
iloperidone,psychotic disorders,iloperidone,fanapt,antagonist
loxapine,schizophrenia,loxapine,xylac,antagonist
loxapine,bipolar disorder,loxapine,xylac,antagonist
loxapine,schizophrenia,loxapine,adasuve,antagonist
loxapine,bipolar disorder,loxapine,adasuve,antagonist
lurasidone,depression,lurasidone,latuda,modulator
lurasidone,schizophrenia,lurasidone,latuda,modulator
lurasidone,bipolar disorder,lurasidone,latuda,modulator
mesoridazine,schizophrenia,mesoridazine,serentil,agonist
mesoridazine,alcohol addiction,mesoridazine,serentil,agonist
methotrimeprazine,schizophrenia,methotrimeprazine,nozinan,modulator
methotrimeprazine,bipolar disorder,methotrimeprazine,nozinan,modulator
molindone,schizophrenia,molindone,moban,binder
paliperidone,schizophrenia,paliperidone,invega*xeplion,antagonist
perazine,schizophrenia,perazine,torecan* multifuge*compazine*procomp*stelazine,modulator
perazine,schizophrenia,perazine,trifluoperazine hydrochloride*prochlorperazine*piperazine citrate,modulator
perphenazine,psychotic disorders,perphenazine,fentazin* trilifan*pzc,antagonist
perphenazine,psychotic disorders,perphenazine,decentan*trilafon*perphenan*emesinal,antagonist
pozanicline,schizophrenia,pozanicline,,agonist
pozanicline,alzheimer's disease,pozanicline,,agonist
pozanicline,attention deficit hyperactivity disorder,pozanicline,,agonist
propiomazine,insomnia,propiomazine,largon,antagonist
remoxipride,schizophrenia,remoxipride,remoxipride,antagonist
remoxipride,psychotic disorders,remoxipride,remoxipride,antagonist
risperidone,schizophrenia,risperidone,perseris*risperdal,antagonist
risperidone,bipolar disorder,risperidone,perseris*risperdal,antagonist
risperidone,psychotic disorders,risperidone,perseris*risperdal,antagonist
sertindole,schizophrenia,sertindole,,antagonist
sulpiride,schizophrenia,sulpiride,dolmatil*dogmatil*bosnyl*eglonyl,antagonist
sulpiride,schizophrenia,sulpiride,meresa,antagonist
thiothixene,schizophrenia,thiothixene,navane,antagonist
ziprasidone,schizophrenia,ziprasidone,geodon*zeldox,agonist
ziprasidone,bipolar disorder,ziprasidone,geodon*zeldox,agonist
ziprasidone,psychotic disorders,ziprasidone,geodon*zeldox,agonist
ziprasidone,schizophrenia,ziprasidone,geodon*zeldox,binder
ziprasidone,bipolar disorder,ziprasidone,geodon*zeldox,binder
ziprasidone,psychotic disorders,ziprasidone,geodon*zeldox,binder
topiramate,seizures,topiramate,epitomax,antagonist
topiramate,migraine,topiramate,epitomax,antagonist
topiramate,seizures,topiramate,qudexy xr,antagonist
topiramate,migraine,topiramate,qudexy xr,antagonist
topiramate,seizures,topiramate,topamax sprinkle,antagonist
topiramate,migraine,topiramate,topamax sprinkle,antagonist
topiramate,seizures,topiramate,trokendi xr,antagonist
topiramate,migraine,topiramate,trokendi xr,antagonist
topiramate,seizures,topiramate,topamax,antagonist
topiramate,migraine,topiramate,topamax,antagonist
topiramate,seizures,topiramate,topiramate,antagonist
topiramate,migraine,topiramate,topiramate,antagonist
topiramate,seizures,topiramate,tro,antagonist
topiramate,migraine,topiramate,tro,antagonist
ganaxolone,seizures,ganaxolone,ztalmy,agonist
ganaxolone,seizures,ganaxolone,ztalmy,modulator
eszopiclone,insomnia,eszopiclone,lunesta,agonist
melatonin,insomnia,melatonin,circadin,binder
melatonin,autism spectrum disorder,melatonin,circadin,binder
melatonin,insomnia,melatonin,circadin,inhibitor
melatonin,autism spectrum disorder,melatonin,circadin,inhibitor
pramipexole,parkinson's disease,pramipexole,oprymea,modulator
pramipexole,parkinson's disease,pramipexole,mirapex* daquiran*mirapexin*sifrol,modulator
aliskiren,stroke,aliskiren,rasilez,inhibitor
aliskiren,hypertension,aliskiren,rasilez,inhibitor
aliskiren,stroke,aliskiren,tekturna,inhibitor
aliskiren,hypertension,aliskiren,tekturna,inhibitor
aliskiren,stroke,aliskiren,tekturna hct,inhibitor
aliskiren,hypertension,aliskiren,tekturna hct,inhibitor
alteplase,stroke,alteplase,activase,activator
alteplase,stroke,alteplase,cathflo activase,activator
alteplase,stroke,alteplase,cathflo,activator
amlodipine,hypertension,amlodipine,,blocker
amlodipine,hypertension,amlodipine,dafiro,blocker
amlodipine,hypertension,amlodipine,norliqva,blocker
amlodipine,hypertension,amlodipine,exforge hct,blocker
amlodipine,hypertension,amlodipine,katerzia,blocker
amlodipine,hypertension,amlodipine,lotrel,blocker
amlodipine,hypertension,amlodipine,azor,blocker
amlodipine,hypertension,amlodipine,exforge,blocker
amlodipine,hypertension,amlodipine,amlobenz,blocker
amlodipine,hypertension,amlodipine,caduet,blocker
atenolol,multiple sclerosis,atenolol,tenormin,antagonist
atenolol,hypertension,atenolol,tenormin,antagonist
atenolol,multiple sclerosis,atenolol,antipressan,antagonist
atenolol,hypertension,atenolol,antipressan,antagonist
atenolol,multiple sclerosis,atenolol,tenoretic,antagonist
atenolol,hypertension,atenolol,tenoretic,antagonist
clopidogrel,stroke,clopidogrel,zyllt,antagonist
clopidogrel,stroke,clopidogrel,duoplavin,antagonist
clopidogrel,stroke,clopidogrel,plavix,antagonist
repinotan,depression,repinotan,,antagonist
repinotan,stroke,repinotan,,antagonist
atacicept,cancer,atacicept,,modulator
valbenazine,tardive dyskinesia,valbenazine,ingrezza,antagonist
pimozide,tourette's syndrome,pimozide,pimozide,antagonist
pimozide,tourette's syndrome,pimozide,orap,antagonist
exenatide,diabetes,exenatide,bydureon,binder
exenatide,diabetes,exenatide,byetta,binder
dapagliflozin,diabetes,dapagliflozin,farxiga,modulator
dapagliflozin,diabetes,dapagliflozin,edistride,modulator
dapagliflozin,diabetes,dapagliflozin,forxiga,modulator
dapagliflozin,diabetes,dapagliflozin,xigduo,modulator
dapagliflozin,diabetes,dapagliflozin,qternmet,modulator
dapagliflozin,diabetes,dapagliflozin,qtern,modulator
liraglutide,diabetes,liraglutide,xultophy,agonist
liraglutide,diabetes,liraglutide,victoza,agonist
liraglutide,diabetes,liraglutide,saxenda,agonist
metformin,diabetes,metformin,,inhibitor
metformin,diabetes,metformin,avandamet,inhibitor
metformin,diabetes,metformin,actoplus met,inhibitor
pioglitazone,diabetes,pioglitazone,incresync*glubrava*glustin,agonist
pioglitazone,diabetes,pioglitazone,actoplus met*oseni*tandemact*actos*glidipion*duetact,agonist
semaglutide,diabetes,semaglutide,ozempic,agonist
semaglutide,diabetes,semaglutide,rybelsus,agonist
semaglutide,diabetes,semaglutide,wegovy,agonist
levonorgestrel,menopausal conditions,levonorgestrel,plan b,binder
levonorgestrel,contraceptive,levonorgestrel,plan b,binder
levonorgestrel,menopausal conditions,levonorgestrel,triquilar,binder
levonorgestrel,contraceptive,levonorgestrel,triquilar,binder
levonorgestrel,menopausal conditions,levonorgestrel,react,binder
levonorgestrel,contraceptive,levonorgestrel,react,binder
levonorgestrel,menopausal conditions,levonorgestrel,aftera,binder
levonorgestrel,contraceptive,levonorgestrel,aftera,binder
levonorgestrel,menopausal conditions,levonorgestrel,loseasonique,binder
levonorgestrel,contraceptive,levonorgestrel,loseasonique,binder
levonorgestrel,menopausal conditions,levonorgestrel,option 2,binder
levonorgestrel,contraceptive,levonorgestrel,option 2,binder
levonorgestrel,menopausal conditions,levonorgestrel,iclevia 91 day,binder
levonorgestrel,contraceptive,levonorgestrel,iclevia 91 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,sronyx 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,sronyx 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,twirla 3 count weekly patch,binder
levonorgestrel,contraceptive,levonorgestrel,twirla 3 count weekly patch,binder
levonorgestrel,menopausal conditions,levonorgestrel,aviane 28,binder
levonorgestrel,contraceptive,levonorgestrel,aviane 28,binder
levonorgestrel,menopausal conditions,levonorgestrel,larissia 28 day pack,binder
levonorgestrel,contraceptive,levonorgestrel,larissia 28 day pack,binder
levonorgestrel,menopausal conditions,levonorgestrel,tyblume 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,tyblume 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,take action,binder
levonorgestrel,contraceptive,levonorgestrel,take action,binder
levonorgestrel,menopausal conditions,levonorgestrel,my way,binder
levonorgestrel,contraceptive,levonorgestrel,my way,binder
levonorgestrel,menopausal conditions,levonorgestrel,marlissa 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,marlissa 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,afirmelle 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,afirmelle 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,vienva 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,vienva 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,dolishale 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,dolishale 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,my choice,binder
levonorgestrel,contraceptive,levonorgestrel,my choice,binder
levonorgestrel,menopausal conditions,levonorgestrel,next choice one dose,binder
levonorgestrel,contraceptive,levonorgestrel,next choice one dose,binder
levonorgestrel,menopausal conditions,levonorgestrel,indayo,binder
levonorgestrel,contraceptive,levonorgestrel,indayo,binder
levonorgestrel,menopausal conditions,levonorgestrel,alesse,binder
levonorgestrel,contraceptive,levonorgestrel,alesse,binder
levonorgestrel,menopausal conditions,levonorgestrel,enpresse 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,enpresse 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,trivora 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,trivora 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,jolessa 91 day,binder
levonorgestrel,contraceptive,levonorgestrel,jolessa 91 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,amethia 91 day,binder
levonorgestrel,contraceptive,levonorgestrel,amethia 91 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,lutera 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,lutera 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,preventeza,binder
levonorgestrel,contraceptive,levonorgestrel,preventeza,binder
levonorgestrel,menopausal conditions,levonorgestrel,kurvelo,binder
levonorgestrel,contraceptive,levonorgestrel,kurvelo,binder
levonorgestrel,menopausal conditions,levonorgestrel,delyla 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,delyla 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,quartette 91 day pack,binder
levonorgestrel,contraceptive,levonorgestrel,quartette 91 day pack,binder
levonorgestrel,menopausal conditions,levonorgestrel,econtra,binder
levonorgestrel,contraceptive,levonorgestrel,econtra,binder
levonorgestrel,menopausal conditions,levonorgestrel,introvale 91 day,binder
levonorgestrel,contraceptive,levonorgestrel,introvale 91 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,myzilra 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,myzilra 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,min-ovral,binder
levonorgestrel,contraceptive,levonorgestrel,min-ovral,binder
levonorgestrel,menopausal conditions,levonorgestrel,lojaimiess,binder
levonorgestrel,contraceptive,levonorgestrel,lojaimiess,binder
levonorgestrel,menopausal conditions,levonorgestrel,morning after,binder
levonorgestrel,contraceptive,levonorgestrel,morning after,binder
levonorgestrel,menopausal conditions,levonorgestrel,portia 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,portia 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,skyla,binder
levonorgestrel,contraceptive,levonorgestrel,skyla,binder
levonorgestrel,menopausal conditions,levonorgestrel,amethyst,binder
levonorgestrel,contraceptive,levonorgestrel,amethyst,binder
levonorgestrel,menopausal conditions,levonorgestrel,aubra 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,aubra 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,levonest 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,levonest 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,liletta,binder
levonorgestrel,contraceptive,levonorgestrel,liletta,binder
levonorgestrel,menopausal conditions,levonorgestrel,orsythia 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,orsythia 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,rivelsa 91 day,binder
levonorgestrel,contraceptive,levonorgestrel,rivelsa 91 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,climara pro,binder
levonorgestrel,contraceptive,levonorgestrel,climara pro,binder
levonorgestrel,menopausal conditions,levonorgestrel,setlakin 91 day,binder
levonorgestrel,contraceptive,levonorgestrel,setlakin 91 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,plan b one-step,binder
levonorgestrel,contraceptive,levonorgestrel,plan b one-step,binder
levonorgestrel,menopausal conditions,levonorgestrel,altavera 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,altavera 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,levora 0.15/30 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,levora 0.15/30 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,opcicon one-step,binder
levonorgestrel,contraceptive,levonorgestrel,opcicon one-step,binder
levonorgestrel,menopausal conditions,levonorgestrel,seasonique,binder
levonorgestrel,contraceptive,levonorgestrel,seasonique,binder
